voyage_id,vessel_type,dwt,n_ports,nz_dest_port,cluster_k,p_invasion,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port
4954,Container,39357.0,5,AUCKLAND,1,0.0002209934,"[1.0, 1.0, 1.0, 0.999965]","[0.32738404, 0.41194013, 0.47568645, 0.6079613]","[9.704e-05, 0.00013195, 0.00011267, 0.00013371]","[3.17702e-05, 5.43564e-05, 5.35979e-05, 8.12866e-05]"
4955,Container,35036.0,7,TAURANGA,1,0.0002637938,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.26407323, 0.28277637, 0.36303299, 0.40468488, 0.45466915, 0.47932116]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.03208e-05, 3.24682e-05, 3.78247e-05, 4.91756e-05, 5.55116e-05, 5.85214e-05]"
4956,Container,12502.0,7,TAURANGA,3,0.0001617612,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.18165107, 0.19738653, 0.22505692, 0.25061678, 0.29371518, 0.34258817]","[0.00010291, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[1.86935e-05, 2.03128e-05, 2.31603e-05, 2.57906e-05, 3.4073e-05, 3.97418e-05]"
4957,Container,26868.0,6,TAURANGA,1,0.0002593397,"[0.854803, 1.0, 0.999493, 0.999989, 0.999965]","[0.26572053, 0.34766498, 0.42942311, 0.49387968, 0.53649603]","[0.00013909, 0.00011567, 0.00011601, 0.00013371, 0.00013371]","[3.15925e-05, 4.02161e-05, 4.97909e-05, 6.60351e-05, 7.17314e-05]"
4958,General Cargo,63566.0,5,AUCKLAND,1,0.0004069179,"[1.0, 0.999902, 0.999998, 0.999913]","[0.52763063, 0.76506959, 0.85609593, 0.92426695]","[0.00013092, 0.00013371, 0.00013088, 0.00013371]","[6.90772e-05, 0.0001022861, 0.0001120445, 0.0001235714]"
4959,Container,65937.0,6,AUCKLAND,0,0.0003314541,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.47581064, 0.52140296, 0.54349375, 0.58071557, 0.64170171]","[9.871e-05, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.69673e-05, 6.88002e-05, 7.17151e-05, 6.74954e-05, 7.65197e-05]"
4960,Bulker,37534.0,6,GISBORNE,4,0.0003199506,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.14031604, 0.31359188, 0.537619, 0.67630968, 0.75720396]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[1.8515e-05, 4.13791e-05, 7.094e-05, 8.92405e-05, 9.99147e-05]"
4961,Reefer,12313.0,7,AUCKLAND,0,0.0003310851,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.22120521, 0.2878089, 0.37102475, 0.46059905, 0.54434701, 0.73448583]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[2.91885e-05, 3.7977e-05, 4.89575e-05, 5.35345e-05, 6.32684e-05, 9.82034e-05]"
4962,Container,50727.0,5,AUCKLAND,1,0.0002489192,"[1.0, 1.0, 1.0, 1.0]","[0.42254301, 0.45679126, 0.49440749, 0.582254]","[0.00013195, 0.00013195, 0.00013195, 0.00011623]","[5.57554e-05, 6.02746e-05, 6.52381e-05, 6.76743e-05]"
4963,Bulker,34358.0,6,GISBORNE,4,0.0002793107,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.13663944, 0.29890739, 0.5102413, 0.63042811, 0.73848961]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00011623]","[1.34877e-05, 2.95052e-05, 6.73274e-05, 8.31863e-05, 8.58332e-05]"
4964,Bulker,80992.0,6,LYTTELTON,4,0.0002670026,"[1.0, 1.0, 0.999995, 0.999885, 0.999988]","[0.08086002, 0.25883212, 0.52836555, 0.66189763, 0.80066153]","[8.906e-05, 8.382e-05, 0.00010558, 0.00010558, 0.00014047]","[7.2017e-06, 2.16944e-05, 5.57857e-05, 6.98766e-05, 0.0001124693]"
4965,General Cargo,5642.0,6,AUCKLAND,2,0.0001721905,"[0.999862, 0.999903, 1.0, 1.0, 1.0]","[0.18118598, 0.2313483, 0.29780942, 0.37336258, 0.46940999]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011567]","[2.1016e-05, 2.68355e-05, 3.1083e-05, 3.89687e-05, 5.42989e-05]"
4966,Container,52190.0,7,AUCKLAND,0,0.0003291023,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.32830287, 0.35519244, 0.3933946, 0.41860153, 0.45846833, 0.58732076]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00013371]","[4.33203e-05, 4.68684e-05, 5.19092e-05, 5.52354e-05, 5.32869e-05, 7.85269e-05]"
4967,RoRo,22585.0,5,AUCKLAND,1,0.0002522509,"[1.0, 1.0, 1.0, 1.0]","[0.4000374, 0.53472397, 0.61718952, 0.72457732]","[9.591e-05, 0.00010419, 0.00012152, 0.00011482]","[3.83669e-05, 5.57133e-05, 7.49983e-05, 8.31956e-05]"
4968,General Cargo,20202.0,6,AUCKLAND,2,0.0003576641,"[0.999862, 1.0, 1.0, 1.0, 1.0]","[0.408467, 0.53193232, 0.65101567, 0.77228569, 0.84318304]","[0.00011601, 0.00010437, 0.00010437, 0.00011567, 0.00011567]","[4.73785e-05, 5.5519e-05, 6.7948e-05, 8.93339e-05, 9.7535e-05]"
4969,Container,52180.0,7,AUCKLAND,0,0.0003690212,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.38430185, 0.41857983, 0.45590125, 0.49125571, 0.51062208, 0.64719386]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.07094e-05, 5.52325e-05, 6.01571e-05, 5.70977e-05, 5.93486e-05, 8.65322e-05]"
4970,Bulker,31939.0,7,WELLINGTON,0,0.0003298753,"[1.0, 0.999994, 0.999949, 0.999998, 1.0, 0.999997]","[0.04508914, 0.12981462, 0.30115493, 0.52724387, 0.69754764, 0.81921441]","[8.382e-05, 0.00010558, 0.00010558, 0.00014047, 0.00013117, 0.00014047]","[3.7792e-06, 1.3706e-05, 3.1795e-05, 7.40629e-05, 9.14961e-05, 0.0001150764]"
4971,Container,22314.0,7,AUCKLAND,2,0.0002568627,"[0.999862, 0.999903, 1.0, 1.0, 0.999993, 0.999659]","[0.29409308, 0.32110602, 0.36191629, 0.39325521, 0.43752433, 0.48251691]","[0.00011601, 0.00011601, 0.00010437, 0.00010437, 0.00011601, 0.00011601]","[3.41122e-05, 3.7247e-05, 3.7774e-05, 4.10449e-05, 5.07556e-05, 5.59563e-05]"
4972,Container,107978.0,7,TAURANGA,1,0.0003949012,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999493]","[0.4381074, 0.47481127, 0.51938241, 0.5359095, 0.66637026, 0.77166943]","[0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601]","[4.56468e-05, 5.76971e-05, 5.96352e-05, 6.54304e-05, 7.70822e-05, 8.94739e-05]"
4973,RoRo,12105.0,6,AUCKLAND,0,0.0003076747,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.29954037, 0.37432884, 0.45657505, 0.54226727, 0.65928523]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[3.9525e-05, 4.93935e-05, 6.0246e-05, 7.15533e-05, 8.69941e-05]"
4974,Container,35031.0,7,TAURANGA,1,0.0002806509,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.30109002, 0.34405191, 0.38410901, 0.43276477, 0.45386337, 0.47903953]","[0.00011482, 0.00010419, 0.00012152, 0.00011482, 0.00012209, 0.00012209]","[3.4571e-05, 3.58471e-05, 4.66753e-05, 4.96898e-05, 5.54132e-05, 5.84871e-05]"
4975,Bulker,60935.0,7,NELSON,4,0.0002797296,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05236546, 0.14986652, 0.360703, 0.61763583, 0.7032093, 0.7634455]","[0.00012132, 0.00010536, 0.00010536, 0.00010536, 0.00010536, 0.00010536]","[6.3532e-06, 1.57906e-05, 3.80054e-05, 6.5077e-05, 7.40934e-05, 8.04402e-05]"
4976,Bulker,37590.0,7,AUCKLAND,4,0.0003170252,"[1.0, 1.0, 0.999965, 0.999889, 0.999998, 1.0]","[0.05037994, 0.12676283, 0.32355813, 0.57236939, 0.71793415, 0.81881868]","[0.00011063, 0.00011174, 0.00013371, 0.00013371, 0.00011553, 0.00011553]","[5.5735e-06, 1.41639e-05, 4.32609e-05, 7.6522e-05, 8.29439e-05, 9.45994e-05]"
4977,Container,53160.0,5,TAURANGA,1,0.0002738159,"[0.854803, 1.0, 0.999493, 0.999989]","[0.39984261, 0.51614115, 0.6338371, 0.69635724]","[0.00013909, 0.00011567, 0.00011601, 0.00013371]","[4.75388e-05, 5.97045e-05, 7.34924e-05, 9.31077e-05]"
4978,Container,52513.0,5,TAURANGA,4,0.0002643608,"[1.0, 1.0, 1.0, 1.0]","[0.46855502, 0.50431309, 0.55663447, 0.59808309]","[0.00013195, 0.00013195, 0.00011623, 0.00011924]","[6.18268e-05, 6.65452e-05, 6.46965e-05, 7.13184e-05]"
4979,Container,110387.0,6,TAURANGA,1,0.0003256762,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.46690209, 0.48929517, 0.56672224, 0.61407413, 0.67376252]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209]","[5.36095e-05, 5.61806e-05, 5.90473e-05, 7.46197e-05, 8.22612e-05]"
4980,Bulker,38648.0,5,TAURANGA,1,0.0002258996,"[1.0, 1.0, 1.0, 1.0]","[0.30151436, 0.54059051, 0.66834616, 0.71232758]","[0.00013092, 9.704e-05, 9.704e-05, 9.704e-05]","[3.94741e-05, 5.24603e-05, 6.4858e-05, 6.91261e-05]"
4981,Bulker,34534.0,7,NELSON,4,0.0003033416,"[1.0, 1.0, 1.0, 0.999986, 0.999847, 0.999991]","[0.04984791, 0.12725393, 0.28632738, 0.58579679, 0.72521883, 0.86914652]","[0.00010536, 8.967e-05, 9.156e-05, 0.00010558, 0.00010558, 0.00014047]","[5.2522e-06, 1.14102e-05, 2.62154e-05, 6.18489e-05, 7.65585e-05, 0.0001220897]"
4982,Container,12502.0,7,TAURANGA,3,0.0001890964,"[1.0, 1.0, 1.0, 0.999989, 0.999965, 0.999999]","[0.19139387, 0.2123742, 0.23653467, 0.26068021, 0.30453573, 0.34123496]","[0.00010291, 0.00010291, 0.00011553, 0.00013371, 0.00013371, 0.00013088]","[1.96961e-05, 2.18551e-05, 2.73272e-05, 3.48547e-05, 4.07175e-05, 4.46604e-05]"
4983,Container,50567.0,7,AUCKLAND,0,0.0003474489,"[1.0, 1.0, 1.0, 0.999965, 0.999902, 0.999998]","[0.34960725, 0.37717566, 0.40544767, 0.49035272, 0.51774103, 0.56846586]","[0.00013195, 0.00011623, 0.00011924, 0.00013371, 0.00013371, 0.00013088]","[4.61314e-05, 4.38384e-05, 4.83476e-05, 6.55619e-05, 6.92195e-05, 7.43999e-05]"
4984,Container,50500.0,7,AUCKLAND,1,0.0003469014,"[1.0, 1.0, 1.0, 1.0, 0.998457, 0.999965]","[0.33753099, 0.38495773, 0.40140306, 0.50716748, 0.58517967, 0.64530623]","[0.00012152, 0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[4.10153e-05, 4.42007e-05, 4.90082e-05, 5.86665e-05, 6.77803e-05, 8.62798e-05]"
4985,Container,53870.0,6,AUCKLAND,0,0.00033065,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.45391887, 0.49013681, 0.53362464, 0.57314496, 0.59447877]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[5.98956e-05, 6.46746e-05, 7.04129e-05, 6.66155e-05, 6.90951e-05]"
4986,Container,62007.0,5,AUCKLAND,0,0.0002902481,"[1.0, 1.0, 0.999965, 0.999902]","[0.4625549, 0.51864549, 0.63012045, 0.67633084]","[0.00011623, 0.00011924, 0.00013371, 0.00013371]","[5.37619e-05, 6.18459e-05, 8.42494e-05, 9.04221e-05]"
4987,RoRo,14906.0,6,AUCKLAND,0,0.0003498915,"[1.0, 1.0, 1.0, 0.999965, 0.999913]","[0.33209412, 0.40817384, 0.50653996, 0.66324215, 0.79663169]","[0.00013195, 0.00013195, 0.00011267, 0.00013371, 0.00013371]","[4.38205e-05, 5.38594e-05, 5.70743e-05, 8.86779e-05, 0.000106507]"
4988,Container,8244.0,7,AUCKLAND,0,0.0001453435,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.13159101, 0.15154513, 0.17394446, 0.19797438, 0.21493023, 0.27709262]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[1.73637e-05, 1.99967e-05, 2.29523e-05, 2.30102e-05, 2.49809e-05, 3.70483e-05]"
4989,RoRo,15128.0,7,AUCKLAND,1,0.0002290995,"[1.0, 1.0, 1.0, 1.0, 0.643148, 0.999998]","[0.13684897, 0.17582606, 0.24747495, 0.32134999, 0.44137847, 0.72444184]","[9.591e-05, 9.591e-05, 0.00010419, 0.00012152, 0.00013909, 0.00013088]","[1.3125e-05, 1.68632e-05, 2.57846e-05, 3.90491e-05, 3.94834e-05, 9.48138e-05]"
4990,Container,69107.0,7,AUCKLAND,0,0.0003921796,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.41516446, 0.44621724, 0.47966771, 0.51410895, 0.53185777, 0.70093968]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.47818e-05, 5.88793e-05, 6.32932e-05, 5.97539e-05, 6.18168e-05, 9.37182e-05]"
4991,Container,51687.0,6,AUCKLAND,1,0.0003380879,"[1.0, 0.998457, 0.999965, 0.999902, 0.999998]","[0.41390606, 0.48614721, 0.53245988, 0.58302878, 0.64796937]","[0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[4.78785e-05, 5.63095e-05, 7.11918e-05, 7.79481e-05, 8.48052e-05]"
4992,General Cargo,8378.0,5,AUCKLAND,2,0.0002051973,"[1.0, 1.0, 1.0, 1.0]","[0.26765066, 0.35702654, 0.44628684, 0.54975391]","[0.00013195, 0.00013195, 0.00013195, 0.00011623]","[3.53171e-05, 4.71104e-05, 5.88885e-05, 6.38968e-05]"
4993,RoRo,20581.0,7,AUCKLAND,0,0.0004676474,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999913]","[0.35873153, 0.43771117, 0.51933134, 0.62567353, 0.77377758, 0.89877272]","[0.00013195, 0.00013195, 0.00013195, 0.00011267, 0.00013371, 0.00013371]","[4.73354e-05, 5.77569e-05, 6.85269e-05, 7.04976e-05, 0.0001034569, 0.0001201629]"
4994,Container,35066.0,7,TAURANGA,1,0.0002737686,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.30321689, 0.32578848, 0.37124691, 0.40461121, 0.45202508, 0.47948524]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[3.48152e-05, 3.74069e-05, 3.86805e-05, 4.91666e-05, 5.51888e-05, 5.85415e-05]"
4995,General Cargo,37154.0,5,NAPIER,0,0.0002880302,"[1.0, 1.0, 0.999996, 0.999982]","[0.5334714, 0.66905108, 0.82885812, 0.93749738]","[8.382e-05, 8.498e-05, 0.00010558, 0.00010558]","[4.47136e-05, 5.68532e-05, 8.75124e-05, 9.89812e-05]"
4996,Container,39383.0,7,AUCKLAND,0,0.0003447629,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3694952, 0.40741818, 0.44237892, 0.4666797, 0.50224385, 0.53645845]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.87557e-05, 5.37597e-05, 5.83728e-05, 6.15794e-05, 5.83748e-05, 6.397e-05]"
4997,Container,69107.0,7,AUCKLAND,0,0.0003999598,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.43855837, 0.47602379, 0.52470051, 0.54553632, 0.58055491, 0.65029442]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.09728e-05, 6.28123e-05, 6.92353e-05, 7.19847e-05, 6.74768e-05, 7.75443e-05]"
4998,Container,30337.0,6,TAURANGA,1,0.0002534301,"[1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.30280875, 0.31881671, 0.40113571, 0.50013475, 0.56370136]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371]","[3.47684e-05, 3.89251e-05, 4.64013e-05, 5.79898e-05, 7.53707e-05]"
4999,Container,69107.0,6,AUCKLAND,0,0.0002876732,"[1.0, 1.0, 1.0, 1.0, 0.999965]","[0.35959209, 0.40068533, 0.43148203, 0.44733154, 0.63755061]","[0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.74489e-05, 5.28713e-05, 5.01503e-05, 5.19925e-05, 8.52428e-05]"
5000,Bulker,33745.0,5,TAURANGA,3,0.0003459738,"[1.0, 0.999989, 0.999968, 0.999999]","[0.32744991, 0.62965675, 0.80331469, 0.91442161]","[0.0001061, 0.00013371, 0.00013371, 0.00013088]","[3.47426e-05, 8.41894e-05, 0.0001074064, 0.0001196782]"
5001,Bulker,61171.0,6,TAURANGA,4,0.000320482,"[1.0, 1.0, 1.0, 0.999989, 0.999968]","[0.11286864, 0.29828965, 0.53249983, 0.7366437, 0.87637913]","[0.00010943, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[1.23507e-05, 3.29998e-05, 5.94991e-05, 9.84943e-05, 0.0001171754]"
5002,Container,53278.0,7,AUCKLAND,0,0.0003974122,"[1.0, 1.0, 0.999965, 0.999902, 0.999998, 0.999913]","[0.35773462, 0.40376322, 0.49322628, 0.53601994, 0.61785883, 0.66776391]","[0.00011623, 0.00011924, 0.00013371, 0.00013371, 0.00013088, 0.00013371]","[4.15788e-05, 4.81467e-05, 6.59461e-05, 7.16633e-05, 8.08644e-05, 8.92778e-05]"
5003,Bulker,85187.0,7,LYTTELTON,4,0.0002628645,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999995]","[0.03851181, 0.12664322, 0.33275723, 0.57713986, 0.67802437, 0.90911673]","[0.00012132, 0.00010536, 0.00010536, 8.967e-05, 9.156e-05, 0.00010558]","[4.6724e-06, 1.33437e-05, 3.50609e-05, 5.17493e-05, 6.20782e-05, 9.5986e-05]"
5004,Container,26947.0,5,TAURANGA,1,0.0002053462,"[0.854803, 1.0, 0.999493, 0.999989]","[0.29666064, 0.38663814, 0.4635692, 0.53562068]","[0.00013909, 0.00011567, 0.00011601, 0.00013371]","[3.52711e-05, 4.47243e-05, 5.37501e-05, 7.16161e-05]"
5005,Container,8252.0,7,AUCKLAND,2,0.0001528272,"[0.999862, 1.0, 1.0, 0.999993, 0.99997, 0.999659]","[0.16432176, 0.19042607, 0.2118471, 0.23515641, 0.263953, 0.29225153]","[0.00011601, 0.00010437, 0.00010437, 0.00011601, 0.00011601, 0.00011601]","[1.90599e-05, 1.98752e-05, 2.2111e-05, 2.72796e-05, 3.06195e-05, 3.38917e-05]"
5006,Container,53160.0,5,AUCKLAND,1,0.0002211665,"[1.0, 1.0, 1.0, 1.0]","[0.41217999, 0.46624639, 0.50447362, 0.55720789]","[0.00011482, 0.00010419, 0.00012152, 0.00011482]","[4.73263e-05, 4.85786e-05, 6.13015e-05, 6.39783e-05]"
5007,Container,22708.0,5,TAURANGA,2,0.0001888542,"[0.999921, 0.999948, 1.0, 1.0]","[0.37771835, 0.40986975, 0.45064025, 0.48358932]","[0.00011601, 0.00011601, 0.00010437, 0.00010437]","[4.38146e-05, 4.75453e-05, 4.70343e-05, 5.04733e-05]"
5008,Container,26871.0,7,TAURANGA,1,0.0002975358,"[1.0, 1.0, 0.999493, 0.999989, 0.999965, 0.999999]","[0.24885376, 0.31571114, 0.37947343, 0.43429604, 0.47248563, 0.51374615]","[0.00011482, 0.00011567, 0.00011601, 0.00013371, 0.00013371, 0.00013088]","[2.85733e-05, 3.65198e-05, 4.39993e-05, 5.80683e-05, 6.3173e-05, 6.72384e-05]"
5009,Bulker,37655.0,5,GISBORNE,3,0.000287474,"[1.0, 1.0, 1.0, 1.0]","[0.3196022, 0.58777757, 0.73849522, 0.89659523]","[0.00011637, 0.00011063, 0.00011063, 0.00011553]","[3.71933e-05, 6.50258e-05, 8.16997e-05, 0.000103585]"
5010,Container,22708.0,5,TAURANGA,2,0.0001888689,"[0.999921, 0.999948, 1.0, 1.0]","[0.37161236, 0.40392303, 0.45756588, 0.49019955]","[0.00011601, 0.00011601, 0.00010437, 0.00010437]","[4.31063e-05, 4.68555e-05, 4.77572e-05, 5.11632e-05]"
5011,Container,69107.0,5,AUCKLAND,0,0.000287406,"[1.0, 1.0, 1.0, 1.0]","[0.49218848, 0.53214157, 0.58979998, 0.64054329]","[0.00013195, 0.00013195, 0.00013195, 0.00011623]","[6.49453e-05, 7.02172e-05, 7.78254e-05, 7.44491e-05]"
5012,Bulker,36833.0,7,LYTTELTON,3,0.0003374122,"[1.0, 1.0, 1.0, 0.999995, 0.999915, 0.999885]","[0.06291713, 0.15285217, 0.33230409, 0.67244344, 0.81633694, 0.92912366]","[8.967e-05, 8.967e-05, 9.156e-05, 0.00010558, 0.00010558, 0.00014047]","[5.6415e-06, 1.37055e-05, 3.04249e-05, 7.09977e-05, 8.61833e-05, 0.0001305009]"
5013,Container,50567.0,6,AUCKLAND,0,0.0003278776,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.44141191, 0.47419323, 0.51456154, 0.54256846, 0.58173572]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623]","[5.82452e-05, 6.25708e-05, 6.78975e-05, 7.15931e-05, 6.7614e-05]"
5014,General Cargo,10097.0,5,TAURANGA,4,0.0001954295,"[1.0, 1.0, 1.0, 1.0]","[0.28307652, 0.37180286, 0.4877954, 0.62025084]","[0.00011063, 0.00011174, 0.00011063, 0.00011063]","[3.13167e-05, 4.15436e-05, 5.39648e-05, 6.86183e-05]"
5015,RoRo,15506.0,7,AUCKLAND,0,0.0003539626,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.21330205, 0.27279477, 0.42967531, 0.51533441, 0.59771574, 0.80723724]","[0.00011688, 0.00011688, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[2.49307e-05, 3.18841e-05, 5.66966e-05, 6.79995e-05, 7.88699e-05, 9.36324e-05]"
5016,Bulker,34387.0,7,GISBORNE,3,0.0003314287,"[1.0, 1.0, 1.0, 0.999998, 0.999991, 1.0]","[0.05287597, 0.13143093, 0.28396527, 0.56811152, 0.70869453, 0.83002346]","[0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371, 0.00013088]","[5.8497e-06, 1.45402e-05, 3.1729e-05, 7.5961e-05, 9.47575e-05, 0.0001086324]"
5017,Tanker,11519.0,7,NEW PLYMOUTH,0,0.0002445485,"[1.0, 1.0, 1.0, 0.999995, 0.999861, 0.999975]","[0.0181545, 0.05493214, 0.14986613, 0.36450447, 0.68311784, 0.87959902]","[8.382e-05, 0.00013117, 0.00013117, 0.00014047, 0.00010558, 0.00010558]","[1.5216e-06, 7.2054e-06, 1.96577e-05, 5.12025e-05, 7.21151e-05, 9.28677e-05]"
5018,Container,12502.0,7,TAURANGA,3,0.0001668027,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999978]","[0.18435428, 0.20785206, 0.23109155, 0.26099422, 0.29619574, 0.33727196]","[0.00011553, 0.00010291, 0.00010291, 0.00010291, 0.00011601, 0.00011601]","[2.12987e-05, 2.13898e-05, 2.37813e-05, 2.68585e-05, 3.43607e-05, 3.91251e-05]"
5019,Container,112224.0,7,TAURANGA,1,0.0003830422,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.41164316, 0.43307069, 0.52786551, 0.58555355, 0.64440329, 0.66575561]","[0.00011482, 0.00011482, 0.00010419, 0.00012152, 0.00012209, 0.00012209]","[4.72647e-05, 4.9725e-05, 5.49987e-05, 7.1154e-05, 7.86767e-05, 8.12837e-05]"
5020,Container,51687.0,5,AUCKLAND,0,0.0002640007,"[1.0, 1.0, 1.0, 1.0]","[0.45569218, 0.49121778, 0.53791865, 0.58592193]","[0.00013195, 0.00013195, 0.00013195, 0.00011623]","[6.01295e-05, 6.48172e-05, 7.09795e-05, 6.81006e-05]"
5021,General Cargo,5642.0,7,AUCKLAND,1,0.0001825913,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999862]","[0.10180431, 0.15397387, 0.19732228, 0.253415, 0.31046347, 0.44801783]","[9.704e-05, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[9.8793e-06, 2.03172e-05, 2.60371e-05, 3.34386e-05, 4.09663e-05, 5.19661e-05]"
5022,RoRo,15089.0,6,AUCKLAND,0,0.0003269369,"[1.0, 1.0, 1.0, 1.0, 0.999862]","[0.33669375, 0.41454638, 0.49553962, 0.57110431, 0.75096681]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[4.44275e-05, 5.47003e-05, 6.53875e-05, 7.53584e-05, 8.71055e-05]"
5023,Tanker,19993.0,7,TAURANGA,0,0.0002360033,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.01415396, 0.04519128, 0.13565579, 0.35034136, 0.63694073, 0.75503133]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[1.8676e-06, 5.9631e-06, 1.79001e-05, 4.62283e-05, 7.40304e-05, 9.00337e-05]"
5024,Container,110387.0,7,TAURANGA,1,0.0004513684,"[1.0, 1.0, 1.0, 0.999493, 0.999989, 0.999965]","[0.45975137, 0.47269552, 0.58051884, 0.65839864, 0.71313333, 0.76369667]","[0.00011482, 0.00012209, 0.00011567, 0.00011601, 0.00013371, 0.00013371]","[5.27884e-05, 5.77125e-05, 6.71514e-05, 7.63403e-05, 9.53508e-05, 0.0001021089]"
5025,Container,51533.0,7,AUCKLAND,0,0.0003813113,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.43235913, 0.4627139, 0.49703462, 0.52116584, 0.55783497, 0.5943532]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.02523e-05, 6.10561e-05, 6.55848e-05, 6.87689e-05, 6.48361e-05, 7.08736e-05]"
5026,General Cargo,9793.0,5,AUCKLAND,3,0.0002464029,"[1.0, 1.0, 1.0, 0.999965]","[0.33939696, 0.42083381, 0.51718668, 0.72094305]","[0.00011623, 0.00011623, 0.00011924, 0.00013371]","[3.94475e-05, 4.89127e-05, 6.16719e-05, 9.63927e-05]"
5027,Container,43177.0,5,TAURANGA,1,0.0002367998,"[1.0, 1.0, 1.0, 1.0]","[0.42643805, 0.44744765, 0.47940471, 0.53192245]","[0.00012209, 0.00012209, 0.00012209, 0.0001346]","[5.20648e-05, 5.46299e-05, 5.85316e-05, 7.15943e-05]"
5028,Container,35066.0,7,TAURANGA,1,0.0002887158,"[1.0, 1.0, 1.0, 1.0, 0.999493, 0.999989]","[0.27275095, 0.30275347, 0.34715682, 0.43765019, 0.50884209, 0.55387958]","[0.00010419, 0.00012152, 0.00011482, 0.00011567, 0.00011601, 0.00013371]","[2.84181e-05, 3.67893e-05, 3.98604e-05, 5.06251e-05, 5.89994e-05, 7.40575e-05]"
