ports,transits_hours,dwells_hours,n_ports,vessel_type,dwt,cluster_k,nz_destination
"['HIROSHIMA', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.2977529560906691, 27.548980759046238, 16.766929445453314, 14.750327141271015, 6.11198834012091, 199.38612944101382, 118.46920764525107]","[12.018970226722779, 12.029013330064004, 11.964436775750704, 10.96138907594566, 17.29606711735951, 16.59290908620578, 43.53568879154593]",7,RoRo,12867.0,0,AUCKLAND
"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[1.7959762271934347, 76.1309742810086, 67.12313903823828, 21.613287158666907, 65.4123705931885, 18.456469595115713, 160.7463603079215]","[20.194731104424292, 24.94306650429692, 15.385410542282862, 30.49433453504742, 48.700925464368304, 21.49712809743888, 54.39324208312462]",7,General Cargo,20202.0,2,AUCKLAND
"['NEWARK', 'SAVANNAH', 'KINGSTON', 'PAPEETE', 'TAURANGA']","[0.23656432948545958, 40.162010225192645, 70.54978632022944, 262.1869364688899, 133.59269929272395]","[18.621366253210137, 23.740301724529594, 16.92284600716562, 16.506895456816526, 22.664901949301665]",5,Container,30337.0,1,TAURANGA
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.29979805182391717, 60.25458444961553, 77.91485931861625, 64.83654235406016, 4.615462508771459, 201.83933006377316, 192.36585318532903]","[10.15461832782254, 15.893816446878887, 18.298678742616627, 22.721540972366768, 14.340729917767884, 25.586792544251747, 59.695924162089185]",7,Container,30813.0,0,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TAURANGA']","[0.24337733983702758, 25.23920142456889, 126.56336286928028, 53.331555807506675, 78.53432371272801, 333.6848902733583]","[17.210475533218474, 16.49642834931253, 15.814580275177931, 15.833613656719326, 15.790220005932895, 28.03279892722866]",6,Container,35036.0,1,TAURANGA
"['CRIST_BAL', 'TABOGUILLA', 'PHILADELPHIA', 'CHARLESTON', 'NELSON']","[0.36506123384172384, 8.196790298744265, 210.89284247793577, 61.249116800955846, 412.7506857060521]","[13.898123651427296, 13.802132430357732, 15.680539176772069, 14.052560924880677, 18.46034771761035]",5,Container,26974.0,1,NELSON
"['TIANJIN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.4177701794252726, 67.49060761528571, 23.908634320248385, 11.911181375502464, 11.651469740847032, 199.38612944101382, 122.14654013165382]","[16.791339490543756, 11.317662160143927, 14.428164761689995, 12.129084409921239, 17.00707943780007, 15.265823478362915, 46.615116227611765]",7,RoRo,12909.0,0,AUCKLAND
"['SAN FRANCISCO', 'LOS ANGELES', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[1.0948462136186872, 81.37292205249211, 324.609313382862, 73.26721666215063, 81.89594354864074]","[43.67646903855172, 29.6193331798567, 24.55926081962767, 46.6077700596771, 53.47343818234856]",5,Container,116851.0,1,TAURANGA
"['PRONY BAY', 'KAOHSIUNG', 'YOKOHAMA', 'OSAKA', 'YOKKAICHI', 'GUANGZHOU', 'AUCKLAND']","[0.8284259183491123, 197.20882872778128, 66.27188936747432, 74.48755519676959, 46.97841604751328, 74.35553632409494, 263.24159665181946]","[20.792689441264702, 26.529676003333943, 27.088834208446666, 28.72042204725635, 19.466562949618638, 18.076229411434777, 34.38187512292394]",7,Container,51807.0,4,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'NELSON']","[0.06193253048055314, 18.762265341667955, 35.885417741432214, 42.87808019912026, 4.615462508771459, 318.68690868428286, 207.88926779342344]","[19.757131867277906, 29.605812083447493, 24.85156806488927, 18.440955333585165, 23.361587794679107, 44.89310917437255, 61.38446194554259]",7,Container,39337.0,4,NELSON
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.6453790670700386, 222.99706201189144, 190.25444332409154, 82.8390019414472, 47.36186627721411, 31.421935248233403, 112.074250041437]","[14.65186023342539, 12.709411050729962, 16.701181344371232, 27.221448683128497, 16.7765196537528, 22.845930011678302, 28.814225209337003]",7,Container,30337.0,1,TAURANGA
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'TAURANGA']","[0.11628702183902129, 74.88127706351794, 100.2854299680919, 110.88263824033639, 4.615462508771459, 199.12325821468943, 122.73035960043575]","[12.06428880154916, 16.731869202466378, 19.48512741401636, 15.697328905027074, 26.415322785061107, 29.216811913026547, 39.79530429746175]",7,Container,12502.0,0,TAURANGA
"['JEBEL ALI', 'DAMMAM', 'LAEM CHABANG', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'AUCKLAND']","[0.22865678465985972, 42.98604527435234, 226.39302958527495, 43.72762585768075, 115.50210111013746, 104.42600376043285, 254.0090108149443]","[16.679965840089814, 16.62486075574236, 14.65409589125586, 16.526800824691648, 11.572508446637546, 40.23227297126241, 40.25427324228414]",7,RoRo,12105.0,0,AUCKLAND
"['LAUTOKA', 'SUVA', 'APIA', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[0.6689947954036364, 10.342905111645216, 76.27170284696409, 47.68372740766813, 18.456469595115713, 95.3225009801842]","[35.55540593715435, 39.57521066784155, 19.807859959352257, 34.71484593266031, 21.315301783814427, 15.814375763566098]",6,General Cargo,20202.0,2,AUCKLAND
"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'MELBOURNE', 'TAURANGA']","[0.6893232796890711, 16.162548319575574, 40.96231625230074, 93.94248325432183, 237.66576304054658, 81.89594354864074]","[22.61192620483634, 24.243076586097278, 17.59165983508001, 30.193914174745547, 49.658482234837486, 56.74032384701002]",6,Container,80225.0,0,TAURANGA
"['LAUTOKA', 'SUVA', 'APIA', 'PAGO PAGO HARBOR', ""NUKU'ALOFA"", 'AUCKLAND']","[0.8837847598262971, 8.068593836113621, 82.46210752503481, 21.613287158666907, 57.76819359504061, 233.2157937146476]","[27.808599866067397, 29.78407482500628, 20.047576067820597, 29.753077649911965, 18.07402202596544, 44.15871324961798]",6,General Cargo,20202.0,2,AUCKLAND
"['ANTWERPEN', 'MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'KINGSTON', 'AUCKLAND']","[0.7052684260862807, 40.46087798626944, 167.61365002278882, 86.83311196886581, 87.15093685508239, 379.9647445134665]","[30.045206478564566, 37.848479507210385, 41.66678357699593, 31.4491876914922, 49.34730011544393, 57.4003232466961]",6,RoRo,38500.0,1,AUCKLAND
"['LAEM CHABANG', 'SINGAPORE', 'NEW PRIOK', 'BRISBANE', 'AUCKLAND']","[0.418148488241991, 74.31173861490238, 30.86745395093389, 165.5633467785241, 67.38983167566971]","[25.2426356294917, 21.884148464328696, 22.384500899254434, 22.921084121117044, 28.563612130139823]",5,Container,24475.0,0,AUCKLAND
"['LE HAVRE', 'SAID', 'SHANGHAI', 'SUZHOU', 'NEWCASTLE', 'GISBORNE']","[1.4099015916961046, 162.01217474234343, 379.1957411168758, 24.238064095939116, 239.6765414185769, 78.00390206622184]","[44.23415003456916, 38.15207789491668, 42.11173614983662, 42.64700315706015, 70.90669571652899, 79.17876236591844]",6,General Cargo,10110.0,1,GISBORNE
"['BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.1408511737084972, 100.2854299680919, 108.099922822852, 4.615462508771459, 199.12325821468943, 77.7325376733803]","[20.57761962325599, 29.512296327599813, 18.888217525872186, 25.673245031355002, 23.934945338619993, 52.19111875658927]",6,Container,50567.0,0,AUCKLAND
"['NINGBO', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.3128600100015655, 5.681324776706188, 51.163420822416974, 85.31099740341703, 227.80173795904815, 48.175264432677665, 124.69055980400935]","[21.94682793108129, 23.333632577647645, 15.523429536220107, 26.187689804836705, 33.50779588938736, 33.47711057634428, 52.339959779198004]",7,Container,11817.0,0,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'TAURANGA']","[0.357119764452267, 25.146078672334088, 101.59737526153792, 68.38114507596401, 412.2192139860865]","[20.485951683824574, 17.872595460879783, 19.426673293370328, 22.149634581050964, 34.88031000213585]",5,Container,110387.0,1,TAURANGA
"['SINGAPORE', 'SRIRACHA', 'TANJUNG PELEPAS', 'NAPA NAPA', 'TAURANGA']","[0.14852856866698905, 39.304823360631126, 120.48795239177159, 134.59881849139896, 119.03183355499789]","[24.915358774392658, 21.35260238082733, 15.696162647581627, 18.962209427877433, 29.788150939457974]",5,Container,80454.0,0,TAURANGA
"['SINGAPORE', 'SRIRACHA', 'KLANG', 'NEW PRIOK', 'NELSON']","[0.17962218606863223, 96.13762799955414, 178.13428726745417, 188.5589986881085, 300.8046596495217]","[73.06127125829053, 73.88869639076648, 73.42916568385053, 61.46342411296116, 69.20835652811913]",5,Bulker,31871.0,4,NELSON
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'LAUTOKA', 'SUVA', 'TAURANGA']","[0.6402691922241981, 262.1869364688899, 135.28209413959357, 89.96646810850832, 18.93896723362816, 63.14395087637881]","[32.2600479938039, 37.06932325448477, 19.823875391100216, 14.269080552967159, 25.208641699033976, 35.06287892575572]",6,Container,30136.0,1,TAURANGA
"['LAUTOKA', 'SUVA', 'APIA', 'RAROTONGA', 'AITUTAKI', ""NUKU'ALOFA"", 'AUCKLAND']","[0.7402775274526152, 16.583123892274205, 44.02477833557161, 79.24396529182019, 18.456469595115713, 138.61211720526845, 203.38525084165255]","[26.5428143823584, 26.022110078160722, 19.649091920412975, 34.427816445864465, 13.743024128425931, 34.89243166884882, 51.18164563161136]",7,General Cargo,8378.0,2,AUCKLAND
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.31686657557619347, 222.99706201189144, 154.16546485001516, 72.74759147200884, 40.4586853140629, 42.11671967579733, 93.02371924305343]","[21.237656767801525, 20.140003545485133, 15.792915881005918, 32.802409555431865, 21.735927580004972, 33.28207255809441, 35.2034752015316]",7,Container,118944.0,1,TAURANGA
"['SINGAPORE', 'SRIRACHA', 'TANJUNG PELEPAS', 'NEW PRIOK', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.15138664996978157, 174.05201127305568, 66.52857448137264, 42.98830698007938, 165.5633467785241, 95.30734979310182, 153.06154671356597]","[27.737287975734787, 31.18120048756125, 31.883572084614627, 27.64033340702744, 30.55740553301305, 41.030890448853846, 55.33993168431254]",7,Container,30700.0,0,AUCKLAND
"['YOKOHAMA', 'YOKKAICHI', 'OSAKA', 'PYEONGTAEK', 'NOUMEA', 'BRISBANE', 'AUCKLAND']","[0.39721772527544963, 9.246018887023752, 28.813428509141474, 45.8385218519092, 205.27947879618242, 74.3246851909438, 117.38082303245407]","[36.78891778091822, 18.539102204077945, 11.898221393165366, 10.14861937563386, 27.278348603857857, 32.46471164562018, 56.09454863971228]",7,Reefer,10936.0,0,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'ALOFI', ""NUKU'ALOFA"", 'AUCKLAND']","[1.0395521468222042, 44.02477833557161, 21.613287158666907, 42.30022469719994, 38.04180048545248, 18.969819331004345, 115.78997227917506]","[21.15196649599791, 23.648145377575144, 22.098767500948348, 29.00584867957767, 46.28368641879022, 18.481682049819447, 51.872260987648]",7,General Cargo,8378.0,2,AUCKLAND
"['SHANGHAI', 'NINGBO', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'LYTTELTON']","[0.16526193814774337, 21.843873096281765, 5.681324776706188, 40.96231625230074, 31.770309048694877, 266.927549078097]","[12.81425435375666, 23.30442561122952, 15.929592525054233, 12.610042608114151, 16.63903618848746, 41.54552220784405]",6,Container,21475.0,0,LYTTELTON
"['SINGAPORE', 'LAEM CHABANG', 'KWINANA', 'ADELAIDE', 'AUCKLAND']","[0.585807714470624, 140.46302664141334, 192.79122958023612, 142.73354744018835, 118.80578590254883]","[31.094568684656984, 32.80107046333878, 24.761985832140116, 26.341577735259097, 30.902153443339632]",5,RoRo,20581.0,0,AUCKLAND
"['DANGJIN', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'GLADSTONE', 'MACKAY', 'NEW PLYMOUTH']","[0.8157636445293999, 26.526145454805945, 26.453270875531807, 48.02238084856912, 252.83981726089536, 22.018274327510806, 178.65190392728312]","[17.871060856731212, 21.797575195227722, 30.63478112412404, 37.10507276612651, 39.604309947175786, 23.017623769963063, 44.339544724104734]",7,Tanker,5155.0,3,NEW PLYMOUTH
"['YOKOHAMA', 'OSAKA', 'GAMCHEON', 'GUANGZHOU', 'AUCKLAND']","[0.23346800510053, 23.82815298206453, 59.44099177893829, 60.968404475822034, 263.24159665181946]","[15.301116518478675, 21.721378690373786, 23.449707279230342, 14.513480352367722, 16.128411469171375]",5,Container,38666.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'AUCKLAND']","[0.11321408858195503, 59.92015403354602, 68.36979282800345, 42.87808019912026, 4.615462508771459, 303.99459953144077]","[17.574837128526447, 28.870350203696102, 23.18646015331386, 22.92628850074481, 20.438263436881705, 39.12255560057741]",6,Container,34362.0,4,AUCKLAND
"['YOKOHAMA', 'OSAKA', 'PYEONGTAEK', 'DAVAO', 'AUCKLAND']","[0.7615711770069966, 25.67980756803059, 82.49801268058117, 91.97376575195723, 182.9098707670401]","[17.950933775831203, 26.57967929799921, 16.34210202003423, 22.67544717832327, 34.89881839091363]",5,Reefer,10617.0,0,AUCKLAND
"['BONTANG', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'AUCKLAND']","[0.2908565702301551, 105.63115304601276, 160.10271517947436, 5.307781885087177, 287.32775370155304]","[33.43673390280122, 31.170175673053585, 50.233419901412304, 59.3727030705284, 66.76555662326956]",5,General Cargo,12267.0,0,AUCKLAND
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.3579917477227692, 222.99706201189144, 159.38751424491804, 87.77001563771799, 38.70860702320101, 43.80909867227131, 109.49189138843369]","[20.775906202431656, 21.655819109822385, 20.144698384139712, 34.049621236701256, 18.126923612789337, 28.923294706663178, 32.58435794762543]",7,Container,51687.0,1,TAURANGA
"['GUANGZHOU', 'KAOHSIUNG', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.3086875450907427, 81.03507373258611, 61.377767657415596, 42.87808019912026, 4.615462508771459, 199.12325821468943, 112.48609349657957]","[18.355424990083353, 20.292118095770434, 15.419382450950103, 9.950524019317708, 23.982761975978978, 24.785971871752448, 44.22068060743249]",7,Container,69107.0,0,AUCKLAND
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.43191011253033285, 262.1869364688899, 135.60742477251995, 102.96163266910318, 59.44149083059806, 81.67528184890853, 162.96625898855933]","[26.865881439937297, 23.998289758251254, 17.52218801494763, 28.679241382582738, 25.538884520096246, 40.38187640836143, 36.07776786914746]",7,Container,30156.0,1,TAURANGA
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', ""NUKU'ALOFA"", 'AUCKLAND']","[0.21072078587426502, 34.796243391930055, 36.28005865910859, 45.455451140051, 5.307781885087177, 265.6586373014168, 137.38358761043534]","[17.22877670659285, 31.286136067758335, 34.64439482094929, 28.131375666081645, 40.922244662858475, 19.99109835002584, 55.37485124328449]",7,General Cargo,20202.0,2,AUCKLAND
"['NEWCASTLE', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'WELLINGTON']","[0.5996639062506719, 102.10929953031486, 82.6326220019089, 61.01429863447143, 91.73762044866417]","[91.72626194294891, 88.94713182284691, 67.14055113576536, 58.010789241733214, 69.99554875012406]",5,Bulker,33527.0,3,WELLINGTON
"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.18623074487764235, 27.66062225461552, 39.42403107401776, 16.162548319575574, 40.96231625230074, 47.344335914473646, 247.66677405538917]","[20.676065390316403, 15.436180617768382, 26.23632420011, 13.001496150937252, 13.64124840400109, 15.049011940916301, 52.37407717700636]",7,Container,30721.0,0,AUCKLAND
"['LAEM CHABANG', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","[0.6580836789977538, 77.4983262750717, 171.35627209415946, 125.96212454311004, 67.68893277719002, 92.27075570997413, 138.88968159851336]","[23.47866350069062, 27.060570434170536, 19.670034205221015, 16.6368909132391, 27.65823410559896, 23.607279212484936, 26.769126099715194]",7,RoRo,18262.0,0,AUCKLAND
"['YOKOHAMA', 'OSAKA', 'GAMCHEON', 'SHANGHAI', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.5095229928819525, 33.2629763468624, 77.36774529900212, 50.38015590130594, 45.132633609610295, 199.12325821468943, 298.4197546159548]","[20.41931157450314, 22.34142230179956, 23.935959179149297, 15.586280630697313, 15.667936239736118, 25.946426049321506, 53.31971647734357]",7,Container,61636.0,0,AUCKLAND
"['MOKPO', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.31836275593996666, 31.45335673632055, 18.237719634600804, 32.370193732107246, 14.261691150639647, 198.23240055639243, 148.83768880053813]","[11.766987598124642, 13.655129877933902, 8.915935882917191, 17.83434631040969, 12.547764043204053, 15.35764980292966, 48.65305455837479]",7,RoRo,19106.0,0,AUCKLAND
"['KUNSAN', 'SHANGHAI', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'SUVA', 'AUCKLAND']","[0.4092821167075993, 28.712713557323347, 41.24011194839898, 26.389813128661224, 7.689515122031082, 198.23240055639243, 113.00669826262336]","[13.124293158328868, 12.504719288162988, 11.911062712666622, 15.145510073766012, 15.776032951731793, 18.077561920889305, 46.34216949015099]",7,RoRo,19550.0,0,AUCKLAND
"['HONG KONG', 'QINGDAO', 'SHANGHAI', 'SHENZHEN', 'XIAMEN', 'BRISBANE', 'AUCKLAND']","[0.2730268244933265, 55.52186765583141, 65.047623699587, 80.98056535463893, 43.135368803324695, 297.6020072059399, 169.6586988669628]","[23.419393572088477, 18.854477360056233, 23.173923111070636, 13.963671471344709, 12.2861260191859, 35.86075417860674, 57.39218565488282]",7,Container,38975.0,0,AUCKLAND
"['MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'KINGSTON', 'CRIST_BAL', 'AUCKLAND']","[1.4272067081297788, 167.61365002278882, 34.205549613209556, 67.86476212180396, 71.19278752774574, 340.1593222901277]","[39.17272584224079, 33.41340598569191, 35.55196349231829, 16.25891890657307, 23.86158185945618, 49.874453117822334]",6,RoRo,22585.0,1,AUCKLAND
"['SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.19745200230809146, 151.71538212200343, 4.615462508771459, 199.12325821468943, 95.30734979310182, 51.892044199743225, 108.64735053834416]","[25.647942846445673, 34.99101585827243, 18.87963549098225, 32.308465737795345, 26.66751427495184, 40.08243943931434, 62.74986805282181]",7,Container,65937.0,0,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'AUCKLAND']","[0.1468798417463888, 49.990112622588654, 50.36027850436843, 42.87808019912026, 263.4502788374433]","[10.26014363369342, 20.75190829178951, 20.711271360724517, 17.588042152390884, 14.688525030778065]",5,Container,39383.0,0,AUCKLAND
"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', ""NUKU'ALOFA"", 'TAURANGA']","[0.1549623096090056, 17.68095516751884, 44.79696221926476, 18.794162746666878, 82.51844728903598, 187.07760058388325]","[27.179847733523463, 29.98843541669884, 22.025220704955576, 19.747576447330957, 22.983686472798503, 30.927506789006806]",6,Container,22314.0,2,TAURANGA
"['MASAN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'KISARAZU', 'SUVA', 'AUCKLAND']","[0.8598328318236212, 47.42147345763231, 37.91240593308088, 19.49212111507987, 11.651469740847032, 199.38612944101382, 64.13574068071986]","[15.427061520387618, 15.353668339563253, 12.577327025596311, 10.37839695158671, 7.47178920132794, 12.610908155644086, 31.261484505564184]",7,RoRo,9491.0,0,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'RODMAN', 'TABOGUILLA', 'TAURANGA']","[0.2814305930109857, 21.8973837615842, 133.81747159698546, 65.5750068533093, 78.53432371272801, 2.8198351552224974, 333.0481086477313]","[16.627384355855334, 16.296895677222416, 19.324590718501554, 18.245763584614235, 23.609092146482226, 26.928973986585202, 34.37609669401418]",7,Container,35031.0,1,TAURANGA
"['YOKOHAMA', 'OSAKA', 'GAMCHEON', 'GUANGZHOU', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.266274904876034, 17.51225876655108, 32.551571138073896, 90.30728161179782, 21.402362491473518, 255.73815213733758, 134.69368333156012]","[18.794163009445246, 18.80661041278036, 34.37974805954143, 18.448476120683683, 14.138853119618503, 34.267907333194465, 61.0880119455913]",7,Container,30700.0,0,AUCKLAND
